x,y,conc
527900,187280,3.213241
527920,187280,3.236805
527940,187280,3.416391
527960,187280,3.30286
527980,187280,3.32446
528000,187280,3.441439
528020,187280,3.300933
528040,187280,3.294373
528060,187280,3.302225
528080,187280,3.307309
528100,187280,3.318739
528120,187280,3.336464
528140,187280,3.361075
528160,187280,3.396892
528180,187280,3.458942
528200,187280,3.676572
528220,187280,4.132171
528240,187280,4.304844
528260,187280,3.743448
528280,187280,3.663703
528300,187280,3.5635
528320,187280,3.597401
528340,187280,3.501781
528360,187280,3.482028
528380,187280,3.477573
528400,187280,3.4865
528420,187280,3.550543
528440,187280,3.699608
528460,187280,3.595008
528480,187280,3.529336
528500,187280,3.524762
528520,187280,3.538233
528540,187280,3.556669
528560,187280,3.57829
528580,187280,3.604259
528600,187280,3.636116
528620,187280,3.673538
528640,187280,3.716351
528660,187280,3.767121
528680,187280,3.831042
528700,187280,3.918805
528720,187280,4.054818
528740,187280,4.319694
528760,187280,5.917389
526360,187260,3.182647
526380,187260,3.015558
526400,187260,2.996895
526420,187260,2.992024
526440,187260,2.9922
526460,187260,2.996084
526680,187260,3.599589
526700,187260,3.297927
526720,187260,3.19331
526740,187260,3.151604
526760,187260,3.173774
526780,187260,3.122325
526800,187260,3.096304
526820,187260,3.11658
526840,187260,3.141428
526860,187260,3.077639
526880,187260,3.060893
526900,187260,3.079761
526920,187260,3.067357
526940,187260,3.053446
526960,187260,3.038979
526980,187260,3.031815
527000,187260,3.027067
527020,187260,3.023471
527040,187260,3.020926
527060,187260,3.018821
527080,187260,3.017137
527100,187260,3.015996
527120,187260,3.015684
527140,187260,3.015933
527160,187260,3.016682
527180,187260,3.015516
527200,187260,3.017732
527220,187260,3.021241
527240,187260,3.026367
527260,187260,3.035559
527280,187260,3.047996
527300,187260,3.067722
527320,187260,3.158021
527340,187260,3.200081
527360,187260,3.086117
527380,187260,3.074013
527400,187260,3.060691
527420,187260,3.067452
527440,187260,3.05324
527460,187260,3.050545
527480,187260,3.048965
527500,187260,3.047942
527520,187260,3.051801
527540,187260,3.05605
527560,187260,3.061311
527580,187260,3.066983
527600,187260,3.072746
527620,187260,3.078455
527640,187260,3.084497
527660,187260,3.09093
527680,187260,3.097529
527700,187260,3.104781
527720,187260,3.112688
527740,187260,3.120893
527760,187260,3.129061
527780,187260,3.137579
527800,187260,3.146642
527820,187260,3.158594
527840,187260,3.171491
527860,187260,3.185981
527880,187260,3.208789
527900,187260,3.235963
527920,187260,3.379786
527940,187260,3.280726
527960,187260,3.302914
